Index,Action,TimeStamp,Object,// Reference is Action
,recordStart,2021-02-24T11:17:12.488,
,recordEnd,2021-02-24T11:18:13.471,
,recordName,cf9c6a1a-4542-4fd2-b946-faf514e377be.mp4,collectedData,[accData,[accDate,2021-02-24T11:17:12.570,accInterval,0.1,accXyz,[x,-0.09576806426048279,y,-0.1843535304069519,z,9.754277229309082],degree,0
accDate,2021-02-24T11:17:12.878,accInterval,0.4,accXyz,[x,-0.090979665517807,y,-0.17717093229293823,z,9.74709415435791],degree,0
accDate,2021-02-24T11:17:13.187,accInterval,0.7,accXyz,[x,-0.08379705995321274,y,-0.18914192914962769,z,9.751882553100586],degree,0
accDate,2021-02-24T11:17:13.490,accInterval,1.0,accXyz,[x,-0.0694318488240242,y,-0.181959331035614,z,9.749488830566406],degree,0
accDate,2021-02-24T11:17:13.788,accInterval,1.3,accXyz,[x,-0.07661445438861847,y,-0.1843535304069519,z,9.751882553100586],degree,0
accDate,2021-02-24T11:17:14.092,accInterval,1.6,accXyz,[x,-0.08619125932455063,y,-0.1843535304069519,z,9.749488830566406],degree,0
accDate,2021-02-24T11:17:14.385,accInterval,1.9,accXyz,[x,-0.08858546614646912,y,-0.181959331035614,z,9.751882553100586],degree,0
accDate,2021-02-24T11:17:14.691,accInterval,2.2,accXyz,[x,-0.06703764945268631,y,-0.16998831927776337,z,9.759065628051758],degree,0
accDate,2021-02-24T11:17:15.006,accInterval,2.5,accXyz,[x,-0.07422025501728058,y,-0.17238251864910126,z,9.759065628051758],degree,0
accDate,2021-02-24T11:17:15.254,accInterval,2.8,accXyz,[x,-0.08619125932455063,y,-0.18914192914962769,z,9.759065628051758],degree,0
accDate,2021-02-24T11:17:15.561,accInterval,3.1,accXyz,[x,-0.07661445438861847,y,-0.17477671802043915,z,9.761459350585938],degree,0
accDate,2021-02-24T11:17:15.859,accInterval,3.4,accXyz,[x,-0.09816227108240128,y,-0.181959331035614,z,9.778219223022461],degree,0
accDate,2021-02-24T11:17:16.265,accInterval,3.8,accXyz,[x,-0.08619125932455063,y,-0.1843535304069519,z,9.76864242553711],degree,0
accDate,2021-02-24T11:17:16.490,accInterval,4.0,accXyz,[x,-0.090979665517807,y,-0.1843535304069519,z,9.785401344299316],degree,0
accDate,2021-02-24T11:17:16.718,accInterval,4.2,accXyz,[x,-0.08619125932455063,y,-0.17956513166427612,z,9.790189743041992],degree,0
accDate,2021-02-24T11:17:17.046,accInterval,4.6,accXyz,[x,-0.14365209639072418,y,-0.19393034279346466,z,9.792584419250488],degree,0
accDate,2021-02-24T11:17:17.300,accInterval,4.8,accXyz,[x,-0.08379705995321274,y,-0.181959331035614,z,9.799766540527344],degree,0
accDate,2021-02-24T11:17:17.662,accInterval,5.2,accXyz,[x,-0.08619125932455063,y,-0.17238251864910126,z,9.790189743041992],degree,0
accDate,2021-02-24T11:17:17.917,accInterval,5.4,accXyz,[x,-0.08619125932455063,y,-0.1843535304069519,z,9.783007621765137],degree,0
accDate,2021-02-24T11:17:18.195,accInterval,5.7,accXyz,[x,-0.08379705995321274,y,-0.181959331035614,z,9.806949615478516],degree,0
accDate,2021-02-24T11:17:18.548,accInterval,6.1,accXyz,[x,-0.19632454216480255,y,-0.2082955539226532,z,9.715970039367676],degree,0
accDate,2021-02-24T11:17:18.819,accInterval,6.3,accXyz,[x,-0.06224924325942993,y,-0.17717093229293823,z,9.814131736755371],degree,0
accDate,2021-02-24T11:17:19.189,accInterval,6.7,accXyz,[x,-0.11971008777618408,y,-0.19871874153614044,z,9.787796020507812],degree,0
accDate,2021-02-24T11:17:19.504,accInterval,7.0,accXyz,[x,-0.08619125932455063,y,-0.17238251864910126,z,9.816526412963867],degree,0
accDate,2021-02-24T11:17:19.710,accInterval,7.2,accXyz,[x,-0.07900865375995636,y,-0.17717093229293823,z,9.80216121673584],degree,0
accDate,2021-02-24T11:17:19.953,accInterval,7.5,accXyz,[x,0.040701430290937424,y,-0.10534487664699554,z,9.885957717895508],degree,0
accDate,2021-02-24T11:17:20.327,accInterval,7.8,accXyz,[x,-0.10295066982507706,y,-0.181959331035614,z,9.74470043182373],degree,0
accDate,2021-02-24T11:17:20.537,accInterval,8.0,accXyz,[x,-0.090979665517807,y,-0.17477671802043915,z,9.818920135498047],degree,0
accDate,2021-02-24T11:17:20.914,accInterval,8.4,accXyz,[x,-0.07661445438861847,y,-0.17956513166427612,z,9.799766540527344],degree,0
accDate,2021-02-24T11:17:21.206,accInterval,8.7,accXyz,[x,-0.10055647045373917,y,0.011971008032560349,z,9.634567260742188],degree,0
accDate,2021-02-24T11:17:21.464,accInterval,9.0,accXyz,[x,-0.07182604819536209,y,-0.17238251864910126,z,9.828496932983398],degree,0
accDate,2021-02-24T11:17:21.780,accInterval,9.3,accXyz,[x,-0.07661445438861847,y,-0.16759411990642548,z,9.823708534240723],degree,0
accDate,2021-02-24T11:17:22.024,accInterval,9.5,accXyz,[x,-0.090979665517807,y,-0.16759411990642548,z,9.83807373046875],degree,0
accDate,2021-02-24T11:17:22.274,accInterval,9.8,accXyz,[x,0.22744916379451752,y,-0.1628057211637497,z,9.601048469543457],degree,0
accDate,2021-02-24T11:17:22.600,accInterval,10.1,accXyz,[x,-0.07182604819536209,y,-0.17717093229293823,z,9.823708534240723],degree,0
accDate,2021-02-24T11:17:22.906,accInterval,10.4,accXyz,[x,-0.07661445438861847,y,0.038307227194309235,z,10.812514305114746],degree,0
accDate,2021-02-24T11:17:23.218,accInterval,10.7,accXyz,[x,-0.07661445438861847,y,-0.17717093229293823,z,9.833285331726074],degree,0
accDate,2021-02-24T11:17:23.546,accInterval,11.1,accXyz,[x,-0.07900865375995636,y,-0.17477671802043915,z,9.787796020507812],degree,0
accDate,2021-02-24T11:17:23.778,accInterval,11.3,accXyz,[x,-0.07900865375995636,y,-0.1867477297782898,z,9.818920135498047],degree,0
accDate,2021-02-24T11:17:24.116,accInterval,11.6,accXyz,[x,0.20350714027881622,y,0.047884032130241394,z,10.424653053283691],degree,0
accDate,2021-02-24T11:17:24.400,accInterval,11.9,accXyz,[x,-0.09576806426048279,y,-0.17238251864910126,z,9.830891609191895],degree,0
accDate,2021-02-24T11:17:24.674,accInterval,12.2,accXyz,[x,-0.3711012601852417,y,-0.12210428714752197,z,9.888352394104004],degree,0
accDate,2021-02-24T11:17:25.129,accInterval,12.6,accXyz,[x,-0.08858546614646912,y,-0.181959331035614,z,9.833285331726074],degree,0
accDate,2021-02-24T11:17:25.317,accInterval,12.8,accXyz,[x,-0.3423708379268646,y,-0.31842881441116333,z,10.834061622619629],degree,0
accDate,2021-02-24T11:17:25.544,accInterval,13.1,accXyz,[x,-0.090979665517807,y,-0.1604115068912506,z,9.83807373046875],degree,0
accDate,2021-02-24T11:17:25.868,accInterval,13.4,accXyz,[x,-0.10055647045373917,y,-0.15562310814857483,z,9.826103210449219],degree,0
accDate,2021-02-24T11:17:26.132,accInterval,13.6,accXyz,[x,-0.10055647045373917,y,-0.1628057211637497,z,9.783007621765137],degree,0
accDate,2021-02-24T11:17:26.429,accInterval,13.9,accXyz,[x,-0.08379705995321274,y,-0.17477671802043915,z,9.828496932983398],degree,0
accDate,2021-02-24T11:17:26.825,accInterval,14.3,accXyz,[x,-0.22266076505184174,y,-0.2082955539226532,z,9.790189743041992],degree,0
accDate,2021-02-24T11:17:27.014,accInterval,14.5,accXyz,[x,-0.07900865375995636,y,-0.16998831927776337,z,9.845256805419922],degree,0
accDate,2021-02-24T11:17:27.315,accInterval,14.8,accXyz,[x,-0.07422025501728058,y,-0.16998831927776337,z,9.845256805419922],degree,0
accDate,2021-02-24T11:17:27.641,accInterval,15.2,accXyz,[x,-0.07661445438861847,y,-0.181959331035614,z,9.833285331726074],degree,0
accDate,2021-02-24T11:17:27.919,accInterval,15.4,accXyz,[x,-0.07422025501728058,y,-0.16759411990642548,z,9.840468406677246],degree,0
accDate,2021-02-24T11:17:28.232,accInterval,15.7,accXyz,[x,-0.1173158809542656,y,-0.24420857429504395,z,10.23311710357666],degree,0
accDate,2021-02-24T11:17:28.552,accInterval,16.1,accXyz,[x,-0.07422025501728058,y,-0.16519992053508759,z,9.826103210449219],degree,0
accDate,2021-02-24T11:17:28.843,accInterval,16.4,accXyz,[x,-0.08619125932455063,y,-0.17477671802043915,z,9.83807373046875],degree,0
accDate,2021-02-24T11:17:29.078,accInterval,16.6,accXyz,[x,-0.090979665517807,y,-0.17956513166427612,z,9.85962200164795],degree,0
accDate,2021-02-24T11:17:29.359,accInterval,16.9,accXyz,[x,-0.0933738648891449,y,-0.17717093229293823,z,9.83807373046875],degree,0
accDate,2021-02-24T11:17:29.660,accInterval,17.2,accXyz,[x,-0.0933738648891449,y,-0.19632454216480255,z,9.897929191589355],degree,0
accDate,2021-02-24T11:17:29.989,accInterval,17.5,accXyz,[x,-0.08140286058187485,y,-0.1843535304069519,z,9.852438926696777],degree,0
accDate,2021-02-24T11:17:30.269,accInterval,17.8,accXyz,[x,-0.08858546614646912,y,-0.16759411990642548,z,9.83807373046875],degree,0
accDate,2021-02-24T11:17:30.597,accInterval,18.1,accXyz,[x,-0.08140286058187485,y,-0.1843535304069519,z,9.83568000793457],degree,0
accDate,2021-02-24T11:17:30.900,accInterval,18.4,accXyz,[x,-0.15801730751991272,y,-0.33279404044151306,z,10.29057788848877],degree,0
accDate,2021-02-24T11:17:31.155,accInterval,18.7,accXyz,[x,-0.08379705995321274,y,-0.1628057211637497,z,9.83568000793457],degree,0
accDate,2021-02-24T11:17:31.479,accInterval,19.0,accXyz,[x,-0.14604631066322327,y,-0.2777273952960968,z,9.974543571472168],degree,0
accDate,2021-02-24T11:17:31.847,accInterval,19.4,accXyz,[x,-0.10055647045373917,y,-0.16759411990642548,z,9.857227325439453],degree,0
accDate,2021-02-24T11:17:32.090,accInterval,19.6,accXyz,[x,-0.07422025501728058,y,-0.1628057211637497,z,9.83807373046875],degree,0
accDate,2021-02-24T11:17:32.418,accInterval,19.9,accXyz,[x,0.1867477297782898,y,-0.22505496442317963,z,9.950601577758789],degree,0
accDate,2021-02-24T11:17:32.680,accInterval,20.2,accXyz,[x,-0.08619125932455063,y,-0.16759411990642548,z,9.852438926696777],degree,0
accDate,2021-02-24T11:17:32.958,accInterval,20.5,accXyz,[x,-0.07900865375995636,y,-0.16759411990642548,z,9.845256805419922],degree,0
accDate,2021-02-24T11:17:33.314,accInterval,20.8,accXyz,[x,-0.09816227108240128,y,-0.15562310814857483,z,9.845256805419922],degree,0
accDate,2021-02-24T11:17:33.582,accInterval,21.1,accXyz,[x,-0.08140286058187485,y,-0.17477671802043915,z,9.864410400390625],degree,0
accDate,2021-02-24T11:17:33.886,accInterval,21.4,accXyz,[x,-0.16998831927776337,y,-0.004788403399288654,z,9.20361042022705],degree,0
accDate,2021-02-24T11:17:34.128,accInterval,21.6,accXyz,[x,-0.07661445438861847,y,-0.17477671802043915,z,9.862015724182129],degree,0
accDate,2021-02-24T11:17:34.398,accInterval,21.9,accXyz,[x,-0.11013327538967133,y,-0.17956513166427612,z,9.866804122924805],degree,0
accDate,2021-02-24T11:17:34.705,accInterval,22.2,accXyz,[x,-0.08619125932455063,y,-0.17238251864910126,z,9.857227325439453],degree,0
accDate,2021-02-24T11:17:34.997,accInterval,22.5,accXyz,[x,-0.090979665517807,y,-0.19393034279346466,z,9.857227325439453],degree,0
accDate,2021-02-24T11:17:35.302,accInterval,22.8,accXyz,[x,-0.1173158809542656,y,-0.19871874153614044,z,9.888352394104004],degree,0
accDate,2021-02-24T11:17:35.660,accInterval,23.2,accXyz,[x,-0.08379705995321274,y,-0.17238251864910126,z,9.847650527954102],degree,0
accDate,2021-02-24T11:17:35.943,accInterval,23.5,accXyz,[x,0.026336219161748886,y,-0.10534487664699554,z,9.725546836853027],degree,0
accDate,2021-02-24T11:17:36.188,accInterval,23.7,accXyz,[x,-0.08140286058187485,y,-0.15801730751991272,z,9.857227325439453],degree,0
accDate,2021-02-24T11:17:36.448,accInterval,24.0,accXyz,[x,-0.09816227108240128,y,-0.17477671802043915,z,9.845256805419922],degree,0
accDate,2021-02-24T11:17:36.831,accInterval,24.3,accXyz,[x,-0.06703764945268631,y,-0.16998831927776337,z,9.816526412963867],degree,0
accDate,2021-02-24T11:17:37.123,accInterval,24.6,accXyz,[x,-0.12928688526153564,y,-0.22026655077934265,z,9.850045204162598],degree,0
