Index,Action,TimeStamp,Object,// Reference is Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordStart,2021-02-24T11:06:02.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordEnd,2021-02-24T11:07:02.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,recordName,5b3f5d2c-9ea0-47a6-aa35-7551cfdaa330.mp4,collectedData,[accData,[accDate,2021-02-24T11:06:02.117,accInterval,0.1,accXyz,[x,-0.062249243,y,-0.18674773,z,9.787796020507812],degree,0,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:17.210,wifiInterval,15.2,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:17.549,wifiInterval,15.5,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:17.712,wifiInterval,15.7,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:17.962,wifiInterval,15.9,wifiData,[BSSID,a0:ab:1b:8c:3c:70,SSID,ves-dlink,capabilities,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],frequency,2412,level,-34],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:18.228,wifiInterval,16.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:18.624,wifiInterval,16.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:18.713,wifiInterval,16.7,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:18.961,wifiInterval,16.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:19.210,wifiInterval,17.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:19.464,wifiInterval,17.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:19.847,wifiInterval,17.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:20.126,wifiInterval,18.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:20.332,wifiInterval,18.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:20.493,wifiInterval,18.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:20.903,wifiInterval,18.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:20.983,wifiInterval,19,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:21.443,wifiInterval,19.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:21.692,wifiInterval,19.7,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:21.896,wifiInterval,19.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:22.220,wifiInterval,20.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:22.440,wifiInterval,20.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:22.605,wifiInterval,20.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:22.807,wifiInterval,20.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:23.103,wifiInterval,21.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:23.323,wifiInterval,21.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:23.642,wifiInterval,21.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:23.872,wifiInterval,21.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:24.248,wifiInterval,22.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:24.416,wifiInterval,22.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:24.842,wifiInterval,22.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:24.947,wifiInterval,22.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:25.050,wifiInterval,23,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:25.452,wifiInterval,23.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:25.608,wifiInterval,23.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:25.813,wifiInterval,23.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:26.157,wifiInterval,24.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:26.266,wifiInterval,24.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:26.694,wifiInterval,24.7,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:26.782,wifiInterval,24.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:27.340,wifiInterval,25.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:27.384,wifiInterval,25.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:27.608,wifiInterval,25.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:27.824,wifiInterval,25.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:28.132,wifiInterval,26.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:28.462,wifiInterval,26.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:28.568,wifiInterval,26.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:28.909,wifiInterval,26.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:29.115,wifiInterval,27.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:29.312,wifiInterval,27.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:29.571,wifiInterval,27.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:29.954,wifiInterval,27.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:30.064,wifiInterval,28.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:30.379,wifiInterval,28.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:30.710,wifiInterval,28.7,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:30.825,wifiInterval,28.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:31.039,wifiInterval,29,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:31.421,wifiInterval,29.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:31.565,wifiInterval,29.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:31.813,wifiInterval,29.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:32.197,wifiInterval,30.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:32.361,wifiInterval,30.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:32.547,wifiInterval,30.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:33.047,wifiInterval,31,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:33.135,wifiInterval,31.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:33.377,wifiInterval,31.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:33.730,wifiInterval,31.7,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:33.786,wifiInterval,31.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:34.094,wifiInterval,32.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:34.548,wifiInterval,32.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:34.774,wifiInterval,32.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:34.906,wifiInterval,32.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:35.040,wifiInterval,33,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:35.309,wifiInterval,33.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:35.585,wifiInterval,33.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:35.929,wifiInterval,33.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:36.126,wifiInterval,34.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:36.410,wifiInterval,34.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:36.542,wifiInterval,34.5,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:36.792,wifiInterval,34.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:37.172,wifiInterval,35.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:37.367,wifiInterval,35.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:37.621,wifiInterval,35.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:37.903,wifiInterval,35.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:38.168,wifiInterval,36.2,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:38.444,wifiInterval,36.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:38.716,wifiInterval,36.7,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:38.892,wifiInterval,36.9,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:39.097,wifiInterval,37.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:39.336,wifiInterval,37.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:39.657,wifiInterval,37.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:39.838,wifiInterval,37.8,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:40.091,wifiInterval,38.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:40.428,wifiInterval,38.4,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:40.630,wifiInterval,38.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:41.017,wifiInterval,39,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:41.086,wifiInterval,39.1,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:41.318,wifiInterval,39.3,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
wifiDate,2021-02-24T11:06:41.573,wifiInterval,39.6,wifiData,[BSSID,d8:47:32:31:c0:03,SSID,ves-2G,capabilities,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],frequency,2457,level,-38],,,,,,,,,,,,,,,,,,
