Index,Action,TimeStamp,Object,// Reference is Action
,recordStart,2021-02-24T11:23:26.324,
,recordEnd,2021-02-24T11:24:48.260,
,recordName,5edac79a-76e3-4dbb-b9cc-5b1b035c448a.mp4,collectedData,[accData,[accDate,2021-02-24T11:23:26.392,accInterval,0.1,accXyz,[x,-0.1388636976480484,y,-0.2059013396501541,z,9.761459350585938],degree,0
accDate,2021-02-24T11:23:26.685,accInterval,0.4,accXyz,[x,-0.09816227108240128,y,-0.1867477297782898,z,9.742305755615234],degree,0
accDate,2021-02-24T11:23:26.986,accInterval,0.7,accXyz,[x,-0.12689268589019775,y,-0.21308395266532898,z,9.749488830566406],degree,0
accDate,2021-02-24T11:23:27.295,accInterval,1.0,accXyz,[x,-0.1364694982767105,y,-0.2059013396501541,z,9.74709415435791],degree,0
accDate,2021-02-24T11:23:27.590,accInterval,1.3,accXyz,[x,-0.1173158809542656,y,-0.20111294090747833,z,9.74709415435791],degree,0
accDate,2021-02-24T11:23:27.900,accInterval,1.6,accXyz,[x,-0.12210428714752197,y,-0.2106897532939911,z,9.74709415435791],degree,0
accDate,2021-02-24T11:23:28.210,accInterval,1.9,accXyz,[x,-0.13168109953403473,y,-0.19632454216480255,z,9.749488830566406],degree,0
accDate,2021-02-24T11:23:28.506,accInterval,2.2,accXyz,[x,-0.1388636976480484,y,-0.19153612852096558,z,9.756670951843262],degree,0
accDate,2021-02-24T11:23:28.791,accInterval,2.5,accXyz,[x,-0.11252748221158981,y,-0.19153612852096558,z,9.759065628051758],degree,0
accDate,2021-02-24T11:23:29.091,accInterval,2.8,accXyz,[x,-0.1149216815829277,y,-0.19393034279346466,z,9.749488830566406],degree,0
accDate,2021-02-24T11:23:29.347,accInterval,3.0,accXyz,[x,-0.14844051003456116,y,-0.19632454216480255,z,9.754277229309082],degree,0
accDate,2021-02-24T11:23:29.653,accInterval,3.3,accXyz,[x,-0.12210428714752197,y,-0.2082955539226532,z,9.761459350585938],degree,0
accDate,2021-02-24T11:23:29.936,accInterval,3.6,accXyz,[x,-0.1149216815829277,y,-0.20111294090747833,z,9.761459350585938],degree,0
accDate,2021-02-24T11:23:30.291,accInterval,4.0,accXyz,[x,-0.10534487664699554,y,-0.19871874153614044,z,9.778219223022461],degree,0
accDate,2021-02-24T11:23:30.550,accInterval,4.2,accXyz,[x,-0.13168109953403473,y,-0.20350714027881622,z,9.763854026794434],degree,0
accDate,2021-02-24T11:23:30.793,accInterval,4.5,accXyz,[x,-0.12689268589019775,y,-0.19153612852096558,z,9.783007621765137],degree,0
accDate,2021-02-24T11:23:31.040,accInterval,4.7,accXyz,[x,-0.10773907601833344,y,-0.19153612852096558,z,9.778219223022461],degree,0
accDate,2021-02-24T11:23:31.322,accInterval,5.0,accXyz,[x,-0.12210428714752197,y,-0.19393034279346466,z,9.787796020507812],degree,0
accDate,2021-02-24T11:23:31.736,accInterval,5.4,accXyz,[x,-0.1173158809542656,y,-0.20111294090747833,z,9.78061294555664],degree,0
accDate,2021-02-24T11:23:31.907,accInterval,5.6,accXyz,[x,-0.12689268589019775,y,-0.17956513166427612,z,9.76864242553711],degree,0
accDate,2021-02-24T11:23:32.186,accInterval,5.9,accXyz,[x,-0.10773907601833344,y,-0.19871874153614044,z,9.797372817993164],degree,0
accDate,2021-02-24T11:23:32.472,accInterval,6.1,accXyz,[x,-0.12210428714752197,y,-0.1843535304069519,z,9.78061294555664],degree,0
accDate,2021-02-24T11:23:32.780,accInterval,6.5,accXyz,[x,-0.1173158809542656,y,-0.2082955539226532,z,9.818920135498047],degree,0
accDate,2021-02-24T11:23:33.032,accInterval,6.7,accXyz,[x,-0.1388636976480484,y,-0.1843535304069519,z,9.785401344299316],degree,0
accDate,2021-02-24T11:23:33.315,accInterval,7.0,accXyz,[x,-0.1173158809542656,y,-0.18914192914962769,z,9.80216121673584],degree,0
accDate,2021-02-24T11:23:33.693,accInterval,7.4,accXyz,[x,-0.1149216815829277,y,-0.19632454216480255,z,9.806949615478516],degree,0
accDate,2021-02-24T11:23:33.999,accInterval,7.7,accXyz,[x,-0.1149216815829277,y,-0.19632454216480255,z,9.80455493927002],degree,0
accDate,2021-02-24T11:23:34.222,accInterval,7.9,accXyz,[x,-0.12928688526153564,y,-0.19393034279346466,z,9.806949615478516],degree,0
accDate,2021-02-24T11:23:34.499,accInterval,8.2,accXyz,[x,-0.13168109953403473,y,-0.20111294090747833,z,9.799766540527344],degree,0
accDate,2021-02-24T11:23:34.783,accInterval,8.5,accXyz,[x,-0.11013327538967133,y,-0.18914192914962769,z,9.80216121673584],degree,0
accDate,2021-02-24T11:23:35.149,accInterval,8.8,accXyz,[x,-0.11971008777618408,y,-0.19393034279346466,z,9.806949615478516],degree,0
accDate,2021-02-24T11:23:35.489,accInterval,9.2,accXyz,[x,-0.1149216815829277,y,-0.1843535304069519,z,9.799766540527344],degree,0
accDate,2021-02-24T11:23:35.637,accInterval,9.3,accXyz,[x,-0.12449848651885986,y,-0.19871874153614044,z,9.806949615478516],degree,0
accDate,2021-02-24T11:23:36.004,accInterval,9.7,accXyz,[x,-0.10773907601833344,y,-0.20350714027881622,z,9.821314811706543],degree,0
accDate,2021-02-24T11:23:36.349,accInterval,10.0,accXyz,[x,-0.12210428714752197,y,-0.1867477297782898,z,9.816526412963867],degree,0
accDate,2021-02-24T11:23:36.564,accInterval,10.2,accXyz,[x,-0.12210428714752197,y,-0.18914192914962769,z,9.823708534240723],degree,0
accDate,2021-02-24T11:23:36.910,accInterval,10.6,accXyz,[x,-0.11252748221158981,y,-0.19632454216480255,z,9.816526412963867],degree,0
accDate,2021-02-24T11:23:37.250,accInterval,10.9,accXyz,[x,-0.12689268589019775,y,-0.19871874153614044,z,9.823708534240723],degree,0
accDate,2021-02-24T11:23:37.568,accInterval,11.2,accXyz,[x,-0.11013327538967133,y,-0.19632454216480255,z,9.828496932983398],degree,0
accDate,2021-02-24T11:23:37.801,accInterval,11.5,accXyz,[x,-0.12449848651885986,y,-0.19393034279346466,z,9.823708534240723],degree,0
accDate,2021-02-24T11:23:38.060,accInterval,11.7,accXyz,[x,-0.1149216815829277,y,-0.181959331035614,z,9.818920135498047],degree,0
accDate,2021-02-24T11:23:38.409,accInterval,12.1,accXyz,[x,-0.11013327538967133,y,-0.2082955539226532,z,9.823708534240723],degree,0
accDate,2021-02-24T11:23:38.815,accInterval,12.5,accXyz,[x,-0.12210428714752197,y,-0.20350714027881622,z,9.818920135498047],degree,0
accDate,2021-02-24T11:23:38.956,accInterval,12.6,accXyz,[x,-0.11013327538967133,y,-0.19393034279346466,z,9.811738014221191],degree,0
accDate,2021-02-24T11:23:39.231,accInterval,12.9,accXyz,[x,-0.11252748221158981,y,-0.19153612852096558,z,9.818920135498047],degree,0
accDate,2021-02-24T11:23:39.584,accInterval,13.3,accXyz,[x,-0.12928688526153564,y,-0.2082955539226532,z,9.821314811706543],degree,0
accDate,2021-02-24T11:23:40.004,accInterval,13.7,accXyz,[x,-0.11252748221158981,y,-0.21308395266532898,z,9.833285331726074],degree,0
accDate,2021-02-24T11:23:40.405,accInterval,14.1,accXyz,[x,-0.12689268589019775,y,-0.20111294090747833,z,9.823708534240723],degree,0
accDate,2021-02-24T11:23:40.556,accInterval,14.2,accXyz,[x,-0.12449848651885986,y,-0.1867477297782898,z,9.833285331726074],degree,0
accDate,2021-02-24T11:23:40.804,accInterval,14.5,accXyz,[x,-0.1149216815829277,y,-0.19393034279346466,z,9.833285331726074],degree,0
accDate,2021-02-24T11:23:41.212,accInterval,14.9,accXyz,[x,-0.12449848651885986,y,-0.19393034279346466,z,9.83568000793457],degree,0
accDate,2021-02-24T11:23:41.408,accInterval,15.1,accXyz,[x,-0.1364694982767105,y,-0.2106897532939911,z,9.842862129211426],degree,0
accDate,2021-02-24T11:23:41.698,accInterval,15.4,accXyz,[x,-0.1388636976480484,y,-0.18914192914962769,z,9.823708534240723],degree,0
accDate,2021-02-24T11:23:41.966,accInterval,15.6,accXyz,[x,-0.1364694982767105,y,-0.18914192914962769,z,9.818920135498047],degree,0
accDate,2021-02-24T11:23:42.172,accInterval,15.8,accXyz,[x,-0.1173158809542656,y,-0.2059013396501541,z,9.821314811706543],degree,0
accDate,2021-02-24T11:23:42.527,accInterval,16.2,accXyz,[x,-0.1149216815829277,y,-0.20111294090747833,z,9.830891609191895],degree,0
accDate,2021-02-24T11:23:42.927,accInterval,16.6,accXyz,[x,-0.1173158809542656,y,-0.19632454216480255,z,9.833285331726074],degree,0
accDate,2021-02-24T11:23:43.192,accInterval,16.9,accXyz,[x,-0.12210428714752197,y,-0.2059013396501541,z,9.83568000793457],degree,0
accDate,2021-02-24T11:23:43.424,accInterval,17.1,accXyz,[x,-0.11971008777618408,y,-0.21308395266532898,z,9.83568000793457],degree,0
accDate,2021-02-24T11:23:43.714,accInterval,17.4,accXyz,[x,-0.1173158809542656,y,-0.1867477297782898,z,9.833285331726074],degree,0
accDate,2021-02-24T11:23:44.145,accInterval,17.8,accXyz,[x,-0.11013327538967133,y,-0.1867477297782898,z,9.83568000793457],degree,0
accDate,2021-02-24T11:23:44.606,accInterval,18.3,accXyz,[x,-0.10534487664699554,y,-0.2082955539226532,z,9.83807373046875],degree,0
accDate,2021-02-24T11:23:44.688,accInterval,18.4,accXyz,[x,-0.10055647045373917,y,-0.19632454216480255,z,9.816526412963867],degree,0
accDate,2021-02-24T11:23:44.942,accInterval,18.6,accXyz,[x,-0.10534487664699554,y,-0.18914192914962769,z,9.840468406677246],degree,0
accDate,2021-02-24T11:23:45.264,accInterval,18.9,accXyz,[x,-0.14604631066322327,y,-0.20111294090747833,z,9.823708534240723],degree,0
accDate,2021-02-24T11:23:45.692,accInterval,19.4,accXyz,[x,-0.10773907601833344,y,-0.2106897532939911,z,9.83568000793457],degree,0
accDate,2021-02-24T11:23:45.912,accInterval,19.6,accXyz,[x,-0.12449848651885986,y,-0.19871874153614044,z,9.840468406677246],degree,0
accDate,2021-02-24T11:23:46.155,accInterval,19.8,accXyz,[x,-0.1173158809542656,y,-0.1867477297782898,z,9.847650527954102],degree,0
accDate,2021-02-24T11:23:46.473,accInterval,20.1,accXyz,[x,-0.12928688526153564,y,-0.2082955539226532,z,9.83568000793457],degree,0
accDate,2021-02-24T11:23:46.813,accInterval,20.5,accXyz,[x,-0.1149216815829277,y,-0.19393034279346466,z,9.842862129211426],degree,0
accDate,2021-02-24T11:23:46.936,accInterval,20.6,accXyz,[x,-0.1149216815829277,y,-0.20111294090747833,z,9.847650527954102],degree,0
accDate,2021-02-24T11:23:47.457,accInterval,21.1,accXyz,[x,-0.11252748221158981,y,-0.20111294090747833,z,9.847650527954102],degree,0
